provider	dotPath	method	tier	rationale
elevenlabs	v1.pronunciationDictionaries.download	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.pronunciationDictionaries.list	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.pronunciationDictionaries.removeRules	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.pronunciationDictionaries.setRules	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.pronunciationDictionaries.update	PATCH	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.serviceAccounts.apiKeys.create	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.serviceAccounts.apiKeys.delete	DELETE	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.serviceAccounts.apiKeys.list	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.serviceAccounts.apiKeys.update	PATCH	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.serviceAccounts.list	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.sharedVoices	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.similarVoices	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.singleUseToken	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.soundGeneration	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.speechEngine.create	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.speechEngine.delete	DELETE	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.speechEngine.get	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.speechEngine.list	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.speechEngine.update	PATCH	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.speechToSpeech	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.speechToSpeech.stream	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.speechToText	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.speechToText.transcripts.delete	DELETE	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.speechToText.transcripts.get	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.studio.podcasts.create	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.studio.projects.chapters.convert	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.studio.projects.chapters.create	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.studio.projects.chapters.delete	DELETE	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.studio.projects.chapters.get	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.studio.projects.chapters.list	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.studio.projects.chapters.snapshots.get	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.studio.projects.chapters.snapshots.list	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.studio.projects.chapters.snapshots.stream	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.studio.projects.chapters.update	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.studio.projects.content.update	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.studio.projects.convert	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.studio.projects.create	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.studio.projects.delete	DELETE	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.studio.projects.get	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.studio.projects.list	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.studio.projects.mutedTracks.get	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.studio.projects.pronunciationDictionaries.create	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.studio.projects.snapshots.archive	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.studio.projects.snapshots.get	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.studio.projects.snapshots.list	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.studio.projects.snapshots.stream	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.studio.projects.update	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.textToDialogue	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.textToSpeech	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.textToSpeech.stream	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.textToSpeech.stream.withTimestamps	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.textToSpeech.withTimestamps	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.textToVoice	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.textToVoice.design	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.textToVoice.remix	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.textToVoice.stream	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.usage.characterStats	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.user	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.user.subscription	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.voices	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.voices.add	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.voices.add.share	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.voices.delete	DELETE	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.voices.edit	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.voices.list	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.voices.pvc	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.voices.pvc.captcha	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.voices.pvc.captcha.get	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.voices.pvc.samples	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.voices.pvc.samples.delete	DELETE	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.voices.pvc.samples.separateSpeakers	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.voices.pvc.samples.speakers.audio	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.voices.pvc.samples.waveform	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.voices.pvc.train	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.voices.pvc.verification	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.voices.samples.audio	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.voices.samples.delete	DELETE	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.voices.settings	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.voices.settings.default	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.voices.settings.edit	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.workspace.analytics.query.usageByProductOverTime	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.workspace.analytics.requests	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.workspace.auditLogs	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.workspace.authConnections.create	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.workspace.authConnections.delete	DELETE	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.workspace.authConnections.list	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.workspace.authConnections.update	PATCH	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.workspace.groups.list	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.workspace.groups.members.add	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.workspace.groups.members.remove	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.workspace.groups.search	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.workspace.invites.add	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.workspace.invites.addBulk	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.workspace.invites.delete	DELETE	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.workspace.members.update	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.workspace.resources.get	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.workspace.resources.share	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.workspace.resources.unshare	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.workspace.webhooks.create	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.workspace.webhooks.delete	DELETE	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.workspace.webhooks.list	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.workspace.webhooks.update	PATCH	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.workspaces.apiKeys.disable	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v1.workspaces.apiKeys.thirdPartyDisabling	POST	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
elevenlabs	v2.voices	GET	expensive	Metered text-to-speech / audio provider; per-character billing bills real money
fal	bytedance.seedSpeech.tts.v2	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	bytedance.seedance2p0.fast.imageToVideo	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	bytedance.seedance2p0.fast.referenceToVideo	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	bytedance.seedance2p0.fast.textToVideo	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	bytedance.seedance2p0.imageToVideo	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	bytedance.seedance2p0.referenceToVideo	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	bytedance.seedance2p0.textToVideo	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	bytedance.seedream.v5.lite.edit	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	bytedance.seedream.v5.lite.textToImage	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	falAi.elevenlabs.speechToText.scribeV2	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	gptImage1p5	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	gptImage1p5.edit	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	hunyuan.v3.instructEdit	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	klingVideo.o3p4k.imageToVideo	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	klingVideo.o3p4k.referenceToVideo	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	klingVideo.o3p4k.textToVideo	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	klingVideo.v3.pro.imageToVideo	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	klingVideo.v3.pro.textToVideo	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	klingVideo.v3.standard.imageToVideo	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	klingVideo.v3.standard.textToVideo	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	nanoBanana.edit	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	nanoBanana.textToImage	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	nanoBanana2.edit	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	nanoBanana2.textToImage	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	nanoBanana2Lite.edit	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	nanoBanana2Lite.textToImage	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	nanoBananaPro.edit	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	nanoBananaPro.textToImage	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	qwenImage	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	qwenImage.edit	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	sora2.imageToVideo	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	sora2.textToVideo	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	storage.upload.completeMultipart	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	storage.upload.initiate	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	storage.upload.initiateMultipart	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	v1.models	GET	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	v1.models.analytics	GET	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	v1.models.pricing	GET	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	v1.models.pricing.estimate	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	v1.models.requests.byEndpoint	GET	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	v1.models.requests.payloads	DELETE	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	v1.models.requests.payloads	GET	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	v1.models.usage	GET	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	v1.queue.submit	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	v1.serverless.files.uploadLocal	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	v1.serverless.files.uploadUrl	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	v1.serverless.logs	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	v1.workflows	GET	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	veo3p1.imageToVideo	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	veo3p1.textToVideo	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	wan.v2p7.edit	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	wan.v2p7.editVideo	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	wan.v2p7.imageToVideo	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	wan.v2p7.pro.edit	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	wan.v2p7.pro.textToImage	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	wan.v2p7.referenceToVideo	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	wan.v2p7.textToImage	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	wan.v2p7.textToVideo	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	xai.grokImagineImage	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	xai.grokImagineImage.edit	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	xai.grokImagineVideo.editVideo	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	xai.grokImagineVideo.extendVideo	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	xai.grokImagineVideo.imageToVideo	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fal	xai.grokImagineVideo.referenceToVideo	POST	prohibitive	Media-generation marketplace (image/video/audio synthesis); per-call cost is model-dependent and routinely exceeds $1
fireworks	inference.v1.accounts	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.apiKeys	DELETE	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.apiKeys.create	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.apiKeys.list	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.batchInferenceJobs	DELETE	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.batchInferenceJobs	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.batchInferenceJobs.create	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.batchInferenceJobs.list	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.datasets	DELETE	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.datasets	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.datasets.create	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.datasets.getDownloadEndpoint	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.datasets.getUploadEndpoint	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.datasets.list	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.datasets.update	PATCH	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.datasets.validateUpload	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.deployedModels	DELETE	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.deployedModels	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.deployedModels.create	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.deployedModels.list	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.deployedModels.update	PATCH	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.deploymentShapes	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.deploymentShapes.versions	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.deploymentShapes.versions.list	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.deployments	DELETE	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.deployments	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.deployments.create	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.deployments.list	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.deployments.scale	PATCH	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.deployments.undelete	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.deployments.update	PATCH	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.dpoJobs	DELETE	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.dpoJobs	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.dpoJobs.create	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.dpoJobs.getMetricsFileEndpoint	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.dpoJobs.list	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.dpoJobs.resume	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.evaluationJobs	DELETE	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.evaluationJobs	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.evaluationJobs.create	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.evaluationJobs.getExecutionLogEndpoint	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.evaluationJobs.list	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.evaluators	DELETE	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.evaluators	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.evaluators.create	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.evaluators.getBuildLogEndpoint	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.evaluators.getSourceCodeSignedUrl	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.evaluators.getUploadEndpoint	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.evaluators.list	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.evaluators.update	PATCH	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.evaluators.validateUpload	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.list	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.models	DELETE	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.models	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.models.create	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.models.getDownloadEndpoint	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.models.getUploadEndpoint	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.models.list	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.models.prepare	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.models.update	PATCH	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.models.validateUpload	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.reinforcementFineTuningJobs	DELETE	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.reinforcementFineTuningJobs	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.reinforcementFineTuningJobs.create	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.reinforcementFineTuningJobs.list	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.reinforcementFineTuningJobs.resume	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.rlorTrainerJobs	DELETE	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.rlorTrainerJobs	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.rlorTrainerJobs.create	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.rlorTrainerJobs.executeTrainStep	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.rlorTrainerJobs.list	GET	expensive	Metered LLM/inference provider; per-call token cost bills real money
fireworks	inference.v1.accounts.rlorTrainerJobs.resume	POST	expensive	Metered LLM/inference provider; per-call token cost bills real money
